"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1997","1997",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1998","1998",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1999","1999",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2000","2000",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2001","2001",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2002","2002",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2003","2003",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2004","2004",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2005","2005",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2006","2006",-5.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2007","2007",-5.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2008","2008",-5.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2009","2009",-5.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2010","2010",-5.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2011","2011",-5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2012","2012",-4.8,"B","Break"
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2013","2013",-4.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2014","2014",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2015","2015",-4.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2016","2016",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2017","2017",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2018","2018",-4.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2019","2019",-4.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2020","2020",-4.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1995","1995",-3.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1996","1996",-3.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1997","1997",-3.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1998","1998",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1999","1999",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2000","2000",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2001","2001",-3.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2002","2002",-3.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2003","2003",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2004","2004",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2005","2005",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2006","2006",-4.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2007","2007",-4.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2008","2008",-4.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2009","2009",-4.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2010","2010",-4.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2011","2011",-4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2012","2012",-3.8,"B","Break"
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2013","2013",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2014","2014",-4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2015","2015",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2016","2016",-4.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2017","2017",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2018","2018",-3.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2019","2019",-3.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2020","2020",-3.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1995","1995",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1996","1996",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1997","1997",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1998","1998",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","1999","1999",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2000","2000",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2001","2001",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2002","2002",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2003","2003",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2004","2004",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2005","2005",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2006","2006",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2007","2007",-1.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2008","2008",-1.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2009","2009",-1.4,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2010","2010",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2011","2011",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2012","2012",-1.3,"B","Break"
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2013","2013",-1.4,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2014","2014",-1.5,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2015","2015",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2016","2016",-1.5,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2017","2017",-1.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2018","2018",-1.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2019","2019",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","HUN","Hungary","2020","2020",-1.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1995","1995",-4.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1996","1996",-4.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1997","1997",-5.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1998","1998",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1999","1999",-4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2000","2000",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2001","2001",-4.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2002","2002",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2003","2003",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2004","2004",-4.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2005","2005",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2006","2006",-3.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2007","2007",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2008","2008",-3.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2009","2009",-4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2010","2010",-4.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2011","2011",-3.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2012","2012",-2.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2013","2013",-3.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2014","2014",-3.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2015","2015",-2.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2016","2016",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2017","2017",-3.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2018","2018",-3.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2019","2019",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2020","2020",-3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1995","1995",-3.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1996","1996",-3.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1997","1997",-4.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1998","1998",-3.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1999","1999",-3.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2000","2000",-2.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2001","2001",-4.2,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2002","2002",-3.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2003","2003",-2.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2004","2004",-4.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2005","2005",-3.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2006","2006",-2.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2007","2007",-3.2,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2008","2008",-2.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2009","2009",-3.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2010","2010",-3.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2011","2011",-2.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2012","2012",-2.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2013","2013",-2.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2014","2014",-3.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2015","2015",-1.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2016","2016",-2.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2017","2017",-2.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2018","2018",-2.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2019","2019",-2.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2020","2020",-2.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1995","1995",-3.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1996","1996",-3.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1997","1997",-4.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1998","1998",-3.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1999","1999",-2.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2000","2000",-1.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2001","2001",-3.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2002","2002",-3.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2003","2003",-2.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2004","2004",-3.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2005","2005",-3.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2006","2006",-2.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2007","2007",-2.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2008","2008",-2.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2009","2009",-2.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2010","2010",-3.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2011","2011",-2.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2012","2012",-1.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2013","2013",-2.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2014","2014",-2.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2015","2015",-1.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2016","2016",-2.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2017","2017",-1.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2018","2018",-2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2019","2019",-2.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2020","2020",-1.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1995","1995",-2.9,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1996","1996",-3,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1997","1997",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1998","1998",-3.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1999","1999",-2.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2000","2000",-2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2001","2001",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2002","2002",-3.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2003","2003",-2.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2004","2004",-3.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2005","2005",-2.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2006","2006",-2.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2007","2007",-2.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2008","2008",-2.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2009","2009",-2.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2010","2010",-3.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2011","2011",-2.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2012","2012",-1.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2013","2013",-2.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2014","2014",-2.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2015","2015",-1.8,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2016","2016",-2.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2017","2017",-1.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2018","2018",-1.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2019","2019",-2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2020","2020",-1.7,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1995","1995",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1996","1996",-1.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1997","1997",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1998","1998",-1.5,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","1999","1999",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2000","2000",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2001","2001",-2.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2002","2002",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2003","2003",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2004","2004",-2.5,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2005","2005",-1.6,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2006","2006",-1.7,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2007","2007",-2.3,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2008","2008",-0.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2009","2009",-1.6,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2010","2010",-2.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2011","2011",-1.5,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2012","2012",-1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2013","2013",-1.7,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2014","2014",-1.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2015","2015",-1.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2016","2016",-2.2,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2017","2017",-0.8,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2018","2018",-0.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2019","2019",-1.1,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","ISL","Iceland","2020","2020",-0.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1995","1995",-5.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1996","1996",-5.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1997","1997",-5.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1998","1998",-5.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1999","1999",-5.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2000","2000",-5.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2001","2001",-5.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2002","2002",-5.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2003","2003",-5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2004","2004",-5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2005","2005",-4.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2006","2006",-4.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2007","2007",-4.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2008","2008",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2009","2009",-4.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2010","2010",-4.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2011","2011",-4.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2012","2012",-4.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2013","2013",-4.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2014","2014",-4.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2015","2015",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2016","2016",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2017","2017",-3.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2018","2018",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2019","2019",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2020","2020",-3.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1995","1995",-4.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1996","1996",-4.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1997","1997",-4.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1998","1998",-4.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","1999","1999",-4.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2000","2000",-4.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2001","2001",-4.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2002","2002",-4.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2003","2003",-4.2,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2004","2004",-4.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2005","2005",-4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2006","2006",-4.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2007","2007",-4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","IRL","Ireland","2008","2008",-4,,
