Variable,Country,Year,Value
Sugar supply,Greece,2010,98.4
Sugar supply,Greece,2011,86.8
Sugar supply,Greece,2012,95.6
Sugar supply,Greece,2013,91.0
Sugar supply,Greece,2014,80.3
Sugar supply,Greece,2015,80.0
Sugar supply,Greece,2016,80.0
Sugar supply,Greece,2017,92.1
Sugar supply,Greece,2018,89.9
Sugar supply,Greece,2019,92.6
Sugar supply,Greece,2020,104.9
Sugar supply,Hungary,1995,117.3
Sugar supply,Hungary,1996,124.9
Sugar supply,Hungary,1997,125.2
Sugar supply,Hungary,1998,131.0
Sugar supply,Hungary,1999,118.9
Sugar supply,Hungary,2000,104.7
Sugar supply,Hungary,2001,103.8
Sugar supply,Hungary,2002,101.9
Sugar supply,Hungary,2003,103.0
Sugar supply,Hungary,2004,103.6
Sugar supply,Hungary,2005,98.6
Sugar supply,Hungary,2006,101.6
Sugar supply,Hungary,2007,95.9
Sugar supply,Hungary,2008,98.4
Sugar supply,Hungary,2009,94.0
Sugar supply,Hungary,2010,94.2
Sugar supply,Hungary,2011,97.5
Sugar supply,Hungary,2012,97.0
Sugar supply,Hungary,2013,95.3
Sugar supply,Hungary,2014,111.0
Sugar supply,Hungary,2015,114.0
Sugar supply,Hungary,2016,112.1
Sugar supply,Hungary,2017,111.2
Sugar supply,Hungary,2018,110.1
Sugar supply,Hungary,2019,142.7
Sugar supply,Hungary,2020,151.5
Sugar supply,Iceland,1995,166.3
Sugar supply,Iceland,1996,159.5
Sugar supply,Iceland,1997,166.3
Sugar supply,Iceland,1998,160.0
Sugar supply,Iceland,1999,154.2
Sugar supply,Iceland,2000,147.1
Sugar supply,Iceland,2001,141.6
Sugar supply,Iceland,2002,144.7
Sugar supply,Iceland,2003,144.1
Sugar supply,Iceland,2004,137.8
Sugar supply,Iceland,2005,130.7
Sugar supply,Iceland,2006,128.8
Sugar supply,Iceland,2007,127.4
Sugar supply,Iceland,2008,127.9
Sugar supply,Iceland,2009,132.6
Sugar supply,Iceland,2010,246.8
Sugar supply,Iceland,2011,232.6
Sugar supply,Iceland,2012,239.7
Sugar supply,Iceland,2013,246.3
Sugar supply,Iceland,2014,131.8
Sugar supply,Iceland,2015,136.4
Sugar supply,Iceland,2016,144.7
Sugar supply,Iceland,2017,212.9
Sugar supply,Iceland,2018,226.0
Sugar supply,Iceland,2019,220.5
Sugar supply,Iceland,2020,244.9
Sugar supply,Ireland,1995,125.8
Sugar supply,Ireland,1996,110.1
Sugar supply,Ireland,1997,110.1
Sugar supply,Ireland,1998,106.3
Sugar supply,Ireland,1999,110.7
Sugar supply,Ireland,2000,119.7
Sugar supply,Ireland,2001,117.8
Sugar supply,Ireland,2002,91.2
Sugar supply,Ireland,2003,104.7
Sugar supply,Ireland,2004,103.0
Sugar supply,Ireland,2005,104.1
Sugar supply,Ireland,2006,108.5
Sugar supply,Ireland,2007,116.2
Sugar supply,Ireland,2008,119.7
Sugar supply,Ireland,2009,107.4
Sugar supply,Ireland,2010,114.0
Sugar supply,Ireland,2011,257.5
Sugar supply,Ireland,2012,246.0
Sugar supply,Ireland,2013,229.9
Sugar supply,Ireland,2014,249.0
Sugar supply,Ireland,2015,223.6
Sugar supply,Ireland,2016,231.0
Sugar supply,Ireland,2017,215.6
Sugar supply,Ireland,2018,232.9
Sugar supply,Ireland,2019,221.9
Sugar supply,Ireland,2020,239.5
Sugar supply,Italy,1995,83.3
Sugar supply,Italy,1996,84.4
Sugar supply,Italy,1997,88.2
Sugar supply,Italy,1998,89.0
Sugar supply,Italy,1999,80.5
Sugar supply,Italy,2000,84.7
Sugar supply,Italy,2001,87.4
Sugar supply,Italy,2002,85.8
Sugar supply,Italy,2003,85.8
Sugar supply,Italy,2004,87.9
Sugar supply,Italy,2005,87.4
Sugar supply,Italy,2006,81.9
Sugar supply,Italy,2007,81.4
Sugar supply,Italy,2008,81.4
Sugar supply,Italy,2009,81.1
Sugar supply,Italy,2010,82.2
Sugar supply,Italy,2011,84.4
Sugar supply,Italy,2012,86.3
Sugar supply,Italy,2013,87.9
Sugar supply,Italy,2014,89.6
Sugar supply,Italy,2015,89.0
Sugar supply,Italy,2016,89.0
Sugar supply,Italy,2017,88.8
Sugar supply,Italy,2018,91.0
Sugar supply,Italy,2019,91.5
Sugar supply,Italy,2020,94.8
Sugar supply,Japan,1995,84.4
Sugar supply,Japan,1996,84.4
Sugar supply,Japan,1997,83.0
Sugar supply,Japan,1998,83.8
Sugar supply,Japan,1999,82.5
Sugar supply,Japan,2000,78.4
Sugar supply,Japan,2001,80.8
Sugar supply,Japan,2002,81.6
Sugar supply,Japan,2003,82.5
Sugar supply,Japan,2004,82.5
Sugar supply,Japan,2005,78.6
Sugar supply,Japan,2006,75.6
Sugar supply,Japan,2007,82.5
Sugar supply,Japan,2008,77.8
Sugar supply,Japan,2009,75.6
Sugar supply,Japan,2010,69.9
Sugar supply,Japan,2011,76.7
Sugar supply,Japan,2012,76.4
Sugar supply,Japan,2013,76.2
Sugar supply,Japan,2014,75.1
Sugar supply,Japan,2015,74.2
Sugar supply,Japan,2016,74.0
Sugar supply,Japan,2017,71.0
Sugar supply,Japan,2018,70.7
Sugar supply,Japan,2019,79.5
Sugar supply,Japan,2020,76.2
Sugar supply,South Korea,1995,86.3
Sugar supply,South Korea,1996,87.7
Sugar supply,South Korea,1997,92.6
Sugar supply,South Korea,1998,80.8
Sugar supply,South Korea,1999,91.0
Sugar supply,South Korea,2000,96.4
Sugar supply,South Korea,2001,100.0
Sugar supply,South Korea,2002,103.6
Sugar supply,South Korea,2003,103.0
Sugar supply,South Korea,2004,102.7
Sugar supply,South Korea,2005,104.1
Sugar supply,South Korea,2006,103.6
Sugar supply,South Korea,2007,100.0
Sugar supply,South Korea,2008,100.0
Sugar supply,South Korea,2009,95.1
Sugar supply,South Korea,2010,112.1
Sugar supply,South Korea,2011,109.9
Sugar supply,South Korea,2012,107.4
Sugar supply,South Korea,2013,108.2
Sugar supply,South Korea,2014,130.1
Sugar supply,South Korea,2015,134.0
Sugar supply,South Korea,2016,132.3
Sugar supply,South Korea,2017,133.4
Sugar supply,South Korea,2018,136.7
Sugar supply,South Korea,2019,138.4
Sugar supply,South Korea,2020,133.4
Sugar supply,Luxembourg,2000,126.6
Sugar supply,Luxembourg,2001,123.6
Sugar supply,Luxembourg,2002,121.6
Sugar supply,Luxembourg,2003,121.1
Sugar supply,Luxembourg,2004,121.9
Sugar supply,Luxembourg,2005,138.9
Sugar supply,Luxembourg,2006,141.1
Sugar supply,Luxembourg,2007,142.2
Sugar supply,Luxembourg,2008,141.4
Sugar supply,Luxembourg,2009,144.1
Sugar supply,Luxembourg,2010,453.7
Sugar supply,Luxembourg,2011,408.5
Sugar supply,Luxembourg,2012,468.8
Sugar supply,Luxembourg,2013,463.6
Sugar supply,Luxembourg,2014,447.9
Sugar supply,Luxembourg,2015,447.1
Sugar supply,Luxembourg,2016,443.0
Sugar supply,Luxembourg,2017,439.7
Sugar supply,Luxembourg,2018,446.6
Sugar supply,Luxembourg,2019,426.3
Sugar supply,Luxembourg,2020,409.6
Sugar supply,Mexico,1995,129.6
Sugar supply,Mexico,1996,131.2
Sugar supply,Mexico,1997,122.7
Sugar supply,Mexico,1998,126.8
Sugar supply,Mexico,1999,128.2
Sugar supply,Mexico,2000,132.1
Sugar supply,Mexico,2001,136.7
Sugar supply,Mexico,2002,137.3
Sugar supply,Mexico,2003,138.1
Sugar supply,Mexico,2004,136.2
Sugar supply,Mexico,2005,127.1
Sugar supply,Mexico,2006,132.6
Sugar supply,Mexico,2007,132.9
Sugar supply,Mexico,2008,134.0
Sugar supply,Mexico,2009,136.4
Sugar supply,Mexico,2010,142.7
Sugar supply,Mexico,2011,140.0
Sugar supply,Mexico,2012,139.7
Sugar supply,Mexico,2013,135.6
Sugar supply,Mexico,2014,132.9
Sugar supply,Mexico,2015,135.3
Sugar supply,Mexico,2016,137.5
Sugar supply,Mexico,2017,135.3
Sugar supply,Mexico,2018,127.1
Sugar supply,Mexico,2019,120.8
Sugar supply,Mexico,2020,119.5
Sugar supply,Netherlands,1995,133.2
Sugar supply,Netherlands,1996,127.9
Sugar supply,Netherlands,1997,128.5
Sugar supply,Netherlands,1998,127.7
Sugar supply,Netherlands,1999,126.8
Sugar supply,Netherlands,2000,125.8
Sugar supply,Netherlands,2001,125.8
Sugar supply,Netherlands,2002,126.3
Sugar supply,Netherlands,2003,131.2
Sugar supply,Netherlands,2004,130.4
Sugar supply,Netherlands,2005,127.9
Sugar supply,Netherlands,2006,127.1
Sugar supply,Netherlands,2007,128.5
Sugar supply,Netherlands,2008,126.0
Sugar supply,Netherlands,2009,129.3
Sugar supply,Netherlands,2010,129.0
Sugar supply,Netherlands,2011,124.7
Sugar supply,Netherlands,2012,124.4
Sugar supply,Netherlands,2013,121.9
Sugar supply,Netherlands,2014,120.0
Sugar supply,Netherlands,2015,124.7
Sugar supply,Netherlands,2016,122.2
Sugar supply,Netherlands,2017,125.2
Sugar supply,Netherlands,2018,103.0
Sugar supply,Netherlands,2019,129.9
Sugar supply,Netherlands,2020,129.6
Sugar supply,New Zealand,1995,126.8
Sugar supply,New Zealand,1996,137.3
Sugar supply,New Zealand,1997,143.8
Sugar supply,New Zealand,1998,144.9
Sugar supply,New Zealand,1999,148.2
Sugar supply,New Zealand,2000,157.3
Sugar supply,New Zealand,2001,163.8
Sugar supply,New Zealand,2002,166.0
Sugar supply,New Zealand,2003,170.4
Sugar supply,New Zealand,2004,164.9
Sugar supply,New Zealand,2005,168.5
Sugar supply,New Zealand,2006,161.6
Sugar supply,New Zealand,2007,164.7
Sugar supply,New Zealand,2008,171.0
Sugar supply,New Zealand,2009,165.2
Sugar supply,New Zealand,2010,159.5
Sugar supply,New Zealand,2011,156.4
Sugar supply,New Zealand,2012,155.3
Sugar supply,New Zealand,2013,155.3
Sugar supply,New Zealand,2014,158.6
Sugar supply,New Zealand,2015,158.6
Sugar supply,New Zealand,2016,146.6
Sugar supply,New Zealand,2017,152.3
Sugar supply,New Zealand,2018,152.9
Sugar supply,New Zealand,2019,167.4
Sugar supply,New Zealand,2020,170.1
Sugar supply,Norway,1995,121.1
Sugar supply,Norway,1996,120.0
Sugar supply,Norway,1997,125.8
Sugar supply,Norway,1998,124.9
Sugar supply,Norway,1999,126.8
Sugar supply,Norway,2000,125.8
Sugar supply,Norway,2001,122.5
Sugar supply,Norway,2002,121.4
Sugar supply,Norway,2003,117.5
Sugar supply,Norway,2004,111.8
Sugar supply,Norway,2005,103.6
Sugar supply,Norway,2006,100.5
Sugar supply,Norway,2007,102.7
Sugar supply,Norway,2008,105.2
Sugar supply,Norway,2009,103.0
Sugar supply,Norway,2010,127.1
Sugar supply,Norway,2011,126.3
Sugar supply,Norway,2012,124.9
Sugar supply,Norway,2013,124.7
Sugar supply,Norway,2014,122.7
Sugar supply,Norway,2015,121.9
Sugar supply,Norway,2016,118.9
Sugar supply,Norway,2017,117.8
Sugar supply,Norway,2018,117.0
Sugar supply,Norway,2019,122.5
Sugar supply,Norway,2020,147.7
Sugar supply,Poland,1995,113.2
Sugar supply,Poland,1996,117.8
Sugar supply,Poland,1997,119.2
Sugar supply,Poland,1998,120.0
Sugar supply,Poland,1999,118.9
Sugar supply,Poland,2000,124.7
Sugar supply,Poland,2001,126.0
Sugar supply,Poland,2002,125.8
Sugar supply,Poland,2003,126.0
Sugar supply,Poland,2004,123.0
Sugar supply,Poland,2005,119.5
Sugar supply,Poland,2006,118.6
Sugar supply,Poland,2007,119.5
Sugar supply,Poland,2008,115.3
Sugar supply,Poland,2009,119.2
Sugar supply,Poland,2010,123.0
Sugar supply,Poland,2011,124.9
Sugar supply,Poland,2012,125.5
Sugar supply,Poland,2013,124.7
Sugar supply,Poland,2014,122.7
Sugar supply,Poland,2015,112.1
Sugar supply,Poland,2016,124.7
Sugar supply,Poland,2017,126.0
Sugar supply,Poland,2018,126.8
Sugar supply,Poland,2019,121.1
Sugar supply,Poland,2020,129.0
Sugar supply,Portugal,1995,79.5
Sugar supply,Portugal,1996,86.6
Sugar supply,Portugal,1997,85.8
Sugar supply,Portugal,1998,86.6
Sugar supply,Portugal,1999,89.6
Sugar supply,Portugal,2000,89.6
Sugar supply,Portugal,2001,89.0
Sugar supply,Portugal,2002,88.2
Sugar supply,Portugal,2003,89.9
Sugar supply,Portugal,2004,84.4
Sugar supply,Portugal,2005,84.1
Sugar supply,Portugal,2006,81.6
Sugar supply,Portugal,2007,78.9
Sugar supply,Portugal,2008,82.7
Sugar supply,Portugal,2009,79.5
Sugar supply,Portugal,2010,130.4
Sugar supply,Portugal,2011,121.1
Sugar supply,Portugal,2012,118.9
Sugar supply,Portugal,2013,108.2
Sugar supply,Portugal,2014,100.8
Sugar supply,Portugal,2015,104.1
Sugar supply,Portugal,2016,110.4
Sugar supply,Portugal,2017,98.6
Sugar supply,Portugal,2018,104.4
Sugar supply,Portugal,2019,96.2
Sugar supply,Portugal,2020,93.2
Sugar supply,Slovakia,1995,116.7
Sugar supply,Slovakia,1996,117.0
Sugar supply,Slovakia,1997,118.4
Sugar supply,Slovakia,1998,110.7
Sugar supply,Slovakia,1999,99.2
Sugar supply,Slovakia,2000,99.7
Sugar supply,Slovakia,2001,89.6
Sugar supply,Slovakia,2002,87.4
Sugar supply,Slovakia,2003,86.0
Sugar supply,Slovakia,2004,107.9
Sugar supply,Slovakia,2005,131.0
Sugar supply,Slovakia,2006,121.1
Sugar supply,Slovakia,2007,111.2
Sugar supply,Slovakia,2008,140.0
Sugar supply,Slovakia,2009,142.5
Sugar supply,Slovakia,2010,226.0
Sugar supply,Slovakia,2011,187.1
Sugar supply,Slovakia,2012,188.8
Sugar supply,Slovakia,2013,189.6
Sugar supply,Slovakia,2014,146.6
Sugar supply,Slovakia,2015,158.6
Sugar supply,Slovakia,2016,224.9
Sugar supply,Slovakia,2017,239.2
Sugar supply,Slovakia,2018,229.9
Sugar supply,Slovakia,2019,223.8
Sugar supply,Slovakia,2020,202.2
Sugar supply,Spain,1995,80.5
Sugar supply,Spain,1996,80.5
Sugar supply,Spain,1997,80.8
Sugar supply,Spain,1998,81.6
Sugar supply,Spain,1999,81.4
Sugar supply,Spain,2000,81.1
Sugar supply,Spain,2001,81.6
Sugar supply,Spain,2002,81.4
Sugar supply,Spain,2003,81.6
Sugar supply,Spain,2004,81.9
Sugar supply,Spain,2005,81.9
Sugar supply,Spain,2006,82.7
Sugar supply,Spain,2007,81.6
Sugar supply,Spain,2008,82.7
Sugar supply,Spain,2009,83.0
Sugar supply,Spain,2010,83.3
Sugar supply,Spain,2011,88.2
Sugar supply,Spain,2012,89.6
Sugar supply,Spain,2013,88.8
Sugar supply,Spain,2014,91.2
Sugar supply,Spain,2015,91.2
Sugar supply,Spain,2016,91.8
Sugar supply,Spain,2017,90.4
Sugar supply,Spain,2018,92.3
Sugar supply,Spain,2019,89.0
Sugar supply,Spain,2020,85.5
Sugar supply,Sweden,1995,117.3
Sugar supply,Sweden,1996,122.5
Sugar supply,Sweden,1997,119.7
Sugar supply,Sweden,1998,126.3
Sugar supply,Sweden,1999,127.7
Sugar supply,Sweden,2000,128.8
Sugar supply,Sweden,2001,122.7
Sugar supply,Sweden,2002,115.3
Sugar supply,Sweden,2003,114.8
Sugar supply,Sweden,2004,113.2
Sugar supply,Sweden,2005,114.8
Sugar supply,Sweden,2006,112.9
Sugar supply,Sweden,2007,114.0
Sugar supply,Sweden,2008,111.5
Sugar supply,Sweden,2009,111.0
Sugar supply,Sweden,2010,137.0
Sugar supply,Sweden,2011,143.3
Sugar supply,Sweden,2012,144.9
Sugar supply,Sweden,2013,148.8
Sugar supply,Sweden,2014,138.6
Sugar supply,Sweden,2015,131.5
Sugar supply,Sweden,2016,131.8
Sugar supply,Sweden,2017,131.8
Sugar supply,Sweden,2018,134.5
Sugar supply,Sweden,2019,127.4
Sugar supply,Sweden,2020,104.1
Sugar supply,Switzerland,1995,133.4
Sugar supply,Switzerland,1996,143.6
Sugar supply,Switzerland,1997,141.1
Sugar supply,Switzerland,1998,132.6
Sugar supply,Switzerland,1999,138.1
Sugar supply,Switzerland,2000,149.3
Sugar supply,Switzerland,2001,147.4
Sugar supply,Switzerland,2002,156.7
Sugar supply,Switzerland,2003,155.9
Sugar supply,Switzerland,2004,162.7
Sugar supply,Switzerland,2005,161.4
Sugar supply,Switzerland,2006,164.4
Sugar supply,Switzerland,2007,161.6
Sugar supply,Switzerland,2008,162.7
Sugar supply,Switzerland,2009,159.2
Sugar supply,Switzerland,2010,160.5
Sugar supply,Switzerland,2011,158.9
Sugar supply,Switzerland,2012,164.7
Sugar supply,Switzerland,2013,164.9
Sugar supply,Switzerland,2014,142.5
Sugar supply,Switzerland,2015,132.3
Sugar supply,Switzerland,2016,130.7
Sugar supply,Switzerland,2017,134.2
Sugar supply,Switzerland,2018,124.1
Sugar supply,Switzerland,2019,126.3
Sugar supply,Switzerland,2020,128.2
Sugar supply,Turkey,1995,83.8
Sugar supply,Turkey,1996,86.6
Sugar supply,Turkey,1997,92.9
Sugar supply,Turkey,1998,92.3
Sugar supply,Turkey,1999,81.1
Sugar supply,Turkey,2000,84.1
Sugar supply,Turkey,2001,84.9
Sugar supply,Turkey,2002,76.2
Sugar supply,Turkey,2003,72.3
Sugar supply,Turkey,2004,77.8
Sugar supply,Turkey,2005,80.3
Sugar supply,Turkey,2006,87.9
Sugar supply,Turkey,2007,78.1
Sugar supply,Turkey,2008,84.1
Sugar supply,Turkey,2009,88.5
Sugar supply,Turkey,2010,100.3
Sugar supply,Turkey,2011,89.9
Sugar supply,Turkey,2012,94.0
Sugar supply,Turkey,2013,94.5
Sugar supply,Turkey,2014,86.6
Sugar supply,Turkey,2015,87.1
Sugar supply,Turkey,2016,87.1
Sugar supply,Turkey,2017,87.7
Sugar supply,Turkey,2018,87.1
Sugar supply,Turkey,2019,87.1
Sugar supply,Turkey,2020,86.6
Sugar supply,United Kingdom,1995,103.8
Sugar supply,United Kingdom,1996,108.2
Sugar supply,United Kingdom,1997,107.7
Sugar supply,United Kingdom,1998,103.3
Sugar supply,United Kingdom,1999,109.3
Sugar supply,United Kingdom,2000,102.5
Sugar supply,United Kingdom,2001,110.7
Sugar supply,United Kingdom,2002,112.6
Sugar supply,United Kingdom,2003,110.7
Sugar supply,United Kingdom,2004,113.7
Sugar supply,United Kingdom,2005,103.0
Sugar supply,United Kingdom,2006,90.4
Sugar supply,United Kingdom,2007,98.9
Sugar supply,United Kingdom,2008,100.0
Sugar supply,United Kingdom,2009,106.3
Sugar supply,United Kingdom,2010,106.8
Sugar supply,United Kingdom,2011,111.5
Sugar supply,United Kingdom,2012,112.6
Sugar supply,United Kingdom,2013,122.5
Sugar supply,United Kingdom,2014,106.8
Sugar supply,United Kingdom,2015,102.7
Sugar supply,United Kingdom,2016,101.4
Sugar supply,United Kingdom,2017,103.6
Sugar supply,United Kingdom,2018,104.1
Sugar supply,United Kingdom,2019,108.8
Sugar supply,United Kingdom,2020,97.0
Sugar supply,United States of America,1995,182.5
Sugar supply,United States of America,1996,186.0
Sugar supply,United States of America,1997,192.6
Sugar supply,United States of America,1998,194.5
Sugar supply,United States of America,1999,187.9
Sugar supply,United States of America,2000,189.3
Sugar supply,United States of America,2001,186.3
Sugar supply,United States of America,2002,193.4
Sugar supply,United States of America,2003,191.8
Sugar supply,United States of America,2004,194.2
Sugar supply,United States of America,2005,192.9
Sugar supply,United States of America,2006,187.4
Sugar supply,United States of America,2007,174.8
Sugar supply,United States of America,2008,169.6
Sugar supply,United States of America,2009,164.9
Sugar supply,United States of America,2010,170.4
Sugar supply,United States of America,2011,175.1
Sugar supply,United States of America,2012,179.7
Sugar supply,United States of America,2013,180.3
Sugar supply,United States of America,2014,181.6
Sugar supply,United States of America,2015,181.6
Sugar supply,United States of America,2016,181.6
Sugar supply,United States of America,2017,180.5
Sugar supply,United States of America,2018,176.7
Sugar supply,United States of America,2019,181.9
Sugar supply,United States of America,2020,178.4
Sugar supply,Chile,1995,121.9
Sugar supply,Chile,1996,124.1
Sugar supply,Chile,1997,126.3
Sugar supply,Chile,1998,127.9
Sugar supply,Chile,1999,130.7
Sugar supply,Chile,2000,125.5
Sugar supply,Chile,2001,121.6
Sugar supply,Chile,2002,124.1
Sugar supply,Chile,2003,116.7
Sugar supply,Chile,2004,119.5
Sugar supply,Chile,2005,119.5
Sugar supply,Chile,2006,119.2
Sugar supply,Chile,2007,129.3
Sugar supply,Chile,2008,130.4
Sugar supply,Chile,2009,130.4
Sugar supply,Chile,2010,147.4
Sugar supply,Chile,2011,147.7
Sugar supply,Chile,2012,147.1
Sugar supply,Chile,2013,147.1
Sugar supply,Chile,2014,132.3
Sugar supply,Chile,2015,133.2
Sugar supply,Chile,2016,131.5
Sugar supply,Chile,2017,129.0
Sugar supply,Chile,2018,125.8
Sugar supply,Chile,2019,112.9
Sugar supply,Chile,2020,123.0
Sugar supply,Estonia,1995,67.7
Sugar supply,Estonia,1996,92.6
Sugar supply,Estonia,1997,103.3
Sugar supply,Estonia,1998,101.1
Sugar supply,Estonia,1999,138.6
Sugar supply,Estonia,2000,150.1
Sugar supply,Estonia,2001,151.0
Sugar supply,Estonia,2002,118.1
Sugar supply,Estonia,2003,120.3
Sugar supply,Estonia,2004,144.1
Sugar supply,Estonia,2005,144.1
Sugar supply,Estonia,2006,131.0
Sugar supply,Estonia,2007,130.7
Sugar supply,Estonia,2008,119.2
Sugar supply,Estonia,2009,127.4
Sugar supply,Estonia,2010,201.6
Sugar supply,Estonia,2011,198.1
Sugar supply,Estonia,2012,204.4
Sugar supply,Estonia,2013,183.8
Sugar supply,Estonia,2014,168.5
Sugar supply,Estonia,2015,149.3
Sugar supply,Estonia,2016,131.5
Sugar supply,Estonia,2017,123.6
Sugar supply,Estonia,2018,142.5
Sugar supply,Estonia,2019,152.3
Sugar supply,Estonia,2020,186.8
Sugar supply,Israel,1995,124.1
Sugar supply,Israel,1996,136.7
Sugar supply,Israel,1997,140.5
Sugar supply,Israel,1998,141.6
Sugar supply,Israel,1999,144.4
Sugar supply,Israel,2000,144.7
Sugar supply,Israel,2001,120.3
Sugar supply,Israel,2002,121.6
Sugar supply,Israel,2003,107.4
Sugar supply,Israel,2004,74.8
Sugar supply,Israel,2005,73.4
Sugar supply,Israel,2006,70.7
Sugar supply,Israel,2007,71.5
Sugar supply,Israel,2008,69.3
Sugar supply,Israel,2009,71.8
Sugar supply,Israel,2010,86.6
Sugar supply,Israel,2011,86.6
Sugar supply,Israel,2012,87.1
Sugar supply,Israel,2013,85.5
Sugar supply,Israel,2014,86.0
Sugar supply,Israel,2015,84.1
Sugar supply,Israel,2016,83.8
Sugar supply,Israel,2017,86.0
Sugar supply,Israel,2018,116.2
Sugar supply,Israel,2019,126.3
Sugar supply,Israel,2020,129.9
Sugar supply,Slovenia,1995,53.4
Sugar supply,Slovenia,1996,52.6
Sugar supply,Slovenia,1997,58.4
Sugar supply,Slovenia,1998,58.6
Sugar supply,Slovenia,1999,54.8
Sugar supply,Slovenia,2000,57.8
Sugar supply,Slovenia,2001,55.1
Sugar supply,Slovenia,2002,55.1
Sugar supply,Slovenia,2003,55.6
Sugar supply,Slovenia,2004,62.2
Sugar supply,Slovenia,2005,65.2
Sugar supply,Slovenia,2006,63.0
Sugar supply,Slovenia,2007,65.8
Sugar supply,Slovenia,2008,66.0
Sugar supply,Slovenia,2009,67.1
Sugar supply,Slovenia,2010,121.1
Sugar supply,Slovenia,2011,118.1
Sugar supply,Slovenia,2012,131.8
Sugar supply,Slovenia,2013,127.7
Sugar supply,Slovenia,2014,126.8
Sugar supply,Slovenia,2015,135.3
Sugar supply,Slovenia,2016,124.9
Sugar supply,Slovenia,2017,140.3
Sugar supply,Slovenia,2018,123.3
Sugar supply,Slovenia,2019,122.5
Sugar supply,Slovenia,2020,111.5
Sugar supply,Colombia,1995,178.1
Sugar supply,Colombia,1996,170.1
Sugar supply,Colombia,1997,172.3
Sugar supply,Colombia,1998,173.2
Sugar supply,Colombia,1999,178.6
Sugar supply,Colombia,2000,172.1
Sugar supply,Colombia,2001,175.3
Sugar supply,Colombia,2002,171.8
Sugar supply,Colombia,2003,173.2
Sugar supply,Colombia,2004,174.0
Sugar supply,Colombia,2005,169.0
Sugar supply,Colombia,2006,166.6
Sugar supply,Colombia,2007,167.4
Sugar supply,Colombia,2008,166.8
Sugar supply,Colombia,2009,163.8
Sugar supply,Colombia,2010,160.8
Sugar supply,Colombia,2011,162.2
Sugar supply,Colombia,2012,163.6
Sugar supply,Colombia,2013,168.8
Sugar supply,Colombia,2014,165.2
Sugar supply,Colombia,2015,162.2
Sugar supply,Colombia,2016,166.6
Sugar supply,Colombia,2017,206.8
Sugar supply,Colombia,2018,202.2
Sugar supply,Colombia,2019,157.5
Sugar supply,Colombia,2020,151.8
Sugar supply,Costa Rica,1995,161.6
Sugar supply,Costa Rica,1996,159.2
Sugar supply,Costa Rica,1997,157.0
Sugar supply,Costa Rica,1998,158.1
Sugar supply,Costa Rica,1999,158.4
Sugar supply,Costa Rica,2000,154.5
Sugar supply,Costa Rica,2001,151.2
Sugar supply,Costa Rica,2002,151.8
Sugar supply,Costa Rica,2003,153.4
Sugar supply,Costa Rica,2004,151.5
Sugar supply,Costa Rica,2005,156.7
Sugar supply,Costa Rica,2006,157.5
Sugar supply,Costa Rica,2007,161.1
Sugar supply,Costa Rica,2008,154.0
Sugar supply,Costa Rica,2009,150.4
Sugar supply,Costa Rica,2010,154.0
Sugar supply,Costa Rica,2011,152.1
Sugar supply,Costa Rica,2012,152.1
Sugar supply,Costa Rica,2013,148.2
Sugar supply,Costa Rica,2014,147.4
Sugar supply,Costa Rica,2015,146.0
Sugar supply,Costa Rica,2016,154.5
Sugar supply,Costa Rica,2017,142.7
Sugar supply,Costa Rica,2018,143.8
Sugar supply,Costa Rica,2019,136.4
Sugar supply,Costa Rica,2020,138.4
Sugar supply,Latvia,1995,79.5
Sugar supply,Latvia,1996,114.5
Sugar supply,Latvia,1997,100.8
Sugar supply,Latvia,1998,97.0
Sugar supply,Latvia,1999,87.1
Sugar supply,Latvia,2000,92.9
Sugar supply,Latvia,2001,116.4
Sugar supply,Latvia,2002,110.1
Sugar supply,Latvia,2003,96.4
Sugar supply,Latvia,2004,100.5
Sugar supply,Latvia,2005,105.5
Sugar supply,Latvia,2006,88.2
Sugar supply,Latvia,2007,80.3
Sugar supply,Latvia,2008,96.4
Sugar supply,Latvia,2009,90.7
Sugar supply,Latvia,2010,134.5
Sugar supply,Latvia,2011,147.4
Sugar supply,Latvia,2012,156.2
Sugar supply,Latvia,2013,163.3
Sugar supply,Latvia,2014,156.7
Sugar supply,Latvia,2015,143.3
Sugar supply,Latvia,2016,133.4
Sugar supply,Latvia,2017,134.8
Sugar supply,Latvia,2018,159.2
Sugar supply,Latvia,2019,150.1
Sugar supply,Latvia,2020,171.2
Sugar supply,Lithuania,1995,75.9
Sugar supply,Lithuania,1996,70.1
Sugar supply,Lithuania,1997,93.7
Sugar supply,Lithuania,1998,104.9
Sugar supply,Lithuania,1999,97.5
Sugar supply,Lithuania,2000,101.4
Sugar supply,Lithuania,2001,120.3
Sugar supply,Lithuania,2002,110.4
Sugar supply,Lithuania,2003,107.4
Sugar supply,Lithuania,2004,105.8
Sugar supply,Lithuania,2005,115.3
Sugar supply,Lithuania,2006,126.3
Sugar supply,Lithuania,2007,130.4
Sugar supply,Lithuania,2008,137.0
Sugar supply,Lithuania,2009,131.0
Sugar supply,Lithuania,2010,233.2
Sugar supply,Lithuania,2011,246.3
Sugar supply,Lithuania,2012,244.1
Sugar supply,Lithuania,2013,247.1
Sugar supply,Lithuania,2014,252.3
Sugar supply,Lithuania,2015,249.3
Sugar supply,Lithuania,2016,252.9
